"Cluster","Organization","ProjectCode","MONTH","Objective","Priority","Activity","Indicator","Accumulative","Country","Admin1","AnnualTarget","Achieved"
"Food Security","Food & Agriculture Organization of the United Nations","ORS/SEN-14/L/500010","June","OBJECTIVE 3","Priority 4: Food insecurity","Emergency distribution of agricultural inputs for the main /rainy season (including  lowland crops)","number of tons seeds distributed for the main/rainy season","YES","Senegal","Matam","31","15.38"
"Food Security","Food & Agriculture Organization of the United Nations","ORS/SEN-14/L/500010","June","OBJECTIVE 3","Priority 4: Food insecurity","Emergency distribution of agricultural inputs for the main /rainy season (including  lowland crops)","number of tons seeds distributed for the main/rainy season","YES","Senegal","Saint-Louis","16","11.62"
"Food Security","Food & Agriculture Organization of the United Nations","ORS/SEN-14/L/500010","June","OBJECTIVE 3","Priority 4: Food insecurity","Emergency distribution of agricultural inputs for the main /rainy season (including  lowland crops)","number of tons seeds distributed for the main/rainy season","YES","Senegal","Tambacounda","15","8.14"
"Food Security","Food & Agriculture Organization of the United Nations","ORS/SEN-14/L/500010","June","OBJECTIVE 3","Priority 4: Food insecurity","Emergency distribution of agricultural inputs for the main /rainy season (including  lowland crops)","number of tons seeds distributed for the main/rainy season","YES","Senegal","Ziguinchor","16","16.35"
"Food Security","World Food Programme","SEN-14/F/65761","January","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","number of of women, men receiving assistance","NO","Senegal","Saint-Louis","13987","4044.00"
"Food Security","World Food Programme","SEN-14/F/65761","January","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","quantity of food distributed","NO","Senegal","Saint-Louis","221","24.06"
"Food Security","World Food Programme","SEN-14/F/65761","February","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","number of of women, men receiving assistance","NO","Senegal","Louga","5510","5510.00"
"Food Security","World Food Programme","SEN-14/F/65761","February","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","number of of women, men receiving assistance","NO","Senegal","Saint-Louis","13987","9593.00"
"Food Security","World Food Programme","SEN-14/F/65761","February","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","quantity of food distributed","NO","Senegal","Louga","25","25.02"
"Food Security","World Food Programme","SEN-14/F/65761","February","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","quantity of food distributed","NO","Senegal","Saint-Louis","221","56.62"
"Food Security","World Food Programme","SEN-14/F/65761","March","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","number of of women, men receiving assistance","NO","Senegal","Saint-Louis","13987","1670.00"
"Food Security","World Food Programme","SEN-14/F/65761","March","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","quantity of food distributed","NO","Senegal","Saint-Louis","221","28.07"
"Food Security","World Food Programme","SEN-14/F/65761","April","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","number of of women, men receiving assistance","NO","Senegal","Saint-Louis","13987","2220.00"
"Food Security","World Food Programme","SEN-14/F/65761","April","OBJECTIVE 3","Priority 4: Food insecurity","Food assistance for assets (Cash for assets, Food for assets)","quantity of food distributed","NO","Senegal","Saint-Louis","221","31.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Dakar","10207","10207.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Diourbel","13578","12561.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Fatick","18997","18180.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Kaffrine","37652","36449.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Kaolack","84859","84859.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Kédougou","23372","23179.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Kolda","65766","65766.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Louga","24007","22314.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Matam","18592","18592.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Sédhiou","58485","58105.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Tambacounda","55456","55057.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Thiès","23304","20091.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of children receiving nutritional support","NO","Senegal","Ziguinchor","77896","77856.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of support period (in months)","NO","Senegal","Dakar","20","15.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of support period (in months)","NO","Senegal","Diourbel","20","15.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of support period (in months)","NO","Senegal","Fatick","20","15.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of support period (in months)","NO","Senegal","Kaffrine","20","15.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of support period (in months)","NO","Senegal","Kaolack","20","15.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of support period (in months)","NO","Senegal","Kédougou","20","15.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of support period (in months)","NO","Senegal","Kolda","20","15.00"
"Food Security","World Food Programme","SEN-14/F/65770","January","OBJECTIVE 3","Priority 4: Food insecurity","School canteens","number of support period (in months)","NO","Senegal","Louga","20","15.00"
